Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
44677,551407.0,JDT,UI,CLOSED,DUPLICATE,[cleanup & saveaction] ASTNodes.usesGivenSignature() is improved,0.009398592093772183,0.008468184310049648,28-01-2020 15:58,improves astnodes usesgivensignature  now  it can match parameters with inherited types   now  cleanuptest java uses stringbuilder instead of stringbuffer   also adds common methods   astnodes isstatic   astnodes getunparenthesedexpression   astnodes getunparenthesedexpression ,551614.0
44706,551811.0,JDT,UI,CLOSED,DUPLICATE,Add a walk of creating a module-info.java file to an existing project easily,0.015775085753722627,0.038627545137720945,05-10-2019 13:55,in the  file    new  menu there could be an option to easily create an information module ,531346.0
44767,554491.0,Capella,Core,CLOSED,DUPLICATE,Update splashscreen and Capella branding on Capella product,0.015307107761357266,0.021523759990016256,23-07-2020 03:03,update capella to comply to branding defined here    release  add a tm on the capella logo   rebrand  formal name  of capella to  eclipse capella    where does this  formal name  shall appear    about   title bar   splashscreen    does eclipse logo shall appear in splashscreen  ,562834.0
44827,553480.0,Platform,Text,CLOSED,DUPLICATE,Search keywords for annotation code minings in preference page,0.009896424858144275,0.017037754161877538,27-11-2019 00:45,add search keywords like  mining  for annotation code minings option in general   editors   text editors preferences ,553000.0
44993,560592.0,PDE,Doc,CLOSED,DUPLICATE,Update PDE Tips & Tricks for 4.15,0.01393578559206939,0.021799399118926793,20-03-2020 03:26,update t t document with relevant items from n n document   to be validated with    org  validate by input before releasing ,560593.0
45084,562277.0,Babel,Website,CLOSED,DUPLICATE,Publish Babel language packs on Marketplace,0.017724047310296035,0.030324478770269087,01-04-2021 14:38,most users seem to now seek marketplace first when they want to extend eclipse ide  i ve seen on some french forum some users actually expecting those on marketplace  i think it would make a lot of sense to have babel language packs published on marketplace to ease discovery and installation ,481593.0
45132,563334.0,Mylyn Docs,Wikitext,CLOSED,DUPLICATE,Move wikitext to newer Guava,0.017052469950079172,0.031600582052058464,10-07-2020 19:10,wikitext requires an older version of guava  which may cause some trouble for example with pde launch config not properly able to add   versions of guava  it would be best to have it rely on same guava as other bundles  from orbit ,558869.0
45134,563350.0,EGit,UI,CLOSED,DUPLICATE,Detect empty GPG passphrase,0.014837755395477678,0.027858560395533496,19-05-2020 16:49,git command line never ask me for empty passphrase  i would like to have same behaviour in egit  now i have to click enter each time when passphrase field become visible  tested on      ,548763.0
45140,563506.0,Platform,Search,CLOSED,DUPLICATE,"After Ctrl + O, you can type keywords and only match from the beginning",0.01669770129323069,0.027951620571025692,01-06-2020 07:20,after ctrl   o  you can type keywords and only match from the beginning  the ctrl     keyword of idea can match any position,563513.0
45174,564036.0,Platform,Releng,CLOSED,DUPLICATE,Set Java 11 as minimum version,0.013247214793098039,0.026394735430875678,08-06-2020 10:31,based on   project issues dev   html we need make minimum version to java   ,564035.0
45176,564046.0,JDT,Core,RESOLVED,DUPLICATE,[15][dom ast] JEP 360 - Sealed Types - dom ast,0.004986449538714643,0.009233035017741883,09-09-2020 21:37,dom ast part for jep  ,563919.0
45198,564471.0,JDT,UI,CLOSED,DUPLICATE,"[15] ""New Class"" wizard to be enhanced for JEP 360",0.011148153564465598,0.02600640292514365,22-07-2020 06:17, new class  wizard should provide a way to set modifiers like  sealed  and  non sealed  and should provide a way to list down the list for  permits  ,564473.0
45199,564473.0,JDT,UI,CLOSED,DUPLICATE,"[15] ""New Interface"" and ""New Class"" wizards to be enhanced for JEP 360",0.010996912005227273,0.0249815295121033,19-10-2021 03:28, new interface  wizard should provide a way to set modifiers like  sealed  and  non sealed  and should provide a way to list down the list for  permits  ,570567.0
45301,566714.0,JDT,Core,RESOLVED,DUPLICATE,[16] Local and Nested Static Declarations - Record Specific Changes,0.011296011147594187,0.01978392893062295,09-03-2021 07:18,continuing from   gbierman       specs local statics jls html for the record features   umbrella bug for additions and fixes for local static interfaces  enum classes and also record classes ,568280.0
45331,567174.0,JSDT,General,CLOSED,DUPLICATE,When editing and opening external JS files the default mode is text mode,0.013782914062449768,0.024399957667134233,21-09-2020 14:26,created attachment   js syntax cannot be highlighted  when editing and opening an external js file  open it in text mode by default  and js syntax cannot be highlighted ,567175.0
45432,568283.0,JDT,Core,RESOLVED,DUPLICATE,[16] Local and Nested Static Declarations - Sealed Classes Specific Changes,0.009503503777364468,0.015499993617565155,09-03-2021 07:49,ref   gbierman       specs local statics jls html for an early draft   all sealed classes specific changes to be managed under this bug subtree ,568280.0
45686,572417.0,z_Archived,Tycho,RESOLVED,DUPLICATE,compile sources from 'test' source folders into project.build.testOutputDirectory,0.013735003667169078,0.02556729492992665,28-04-2021 16:53,currently tycho compiles all sources int project build outputdirectory but jdt allows to mark source folders as  containing test sources   tycho should respect this property and compile such classes into project build testoutputdirectory instead ,572416.0
45741,573156.0,JDT,Core,RESOLVED,DUPLICATE,[17] Batch Compiler changes,0.01095131641830018,0.020019630836888975,02-07-2021 00:10,umbrella bug for batch compiler changes for java  ,572864.0
45788,573879.0,JDT,Core,RESOLVED,DUPLICATE,[17] Pattern specific design changes,0.013913140398975414,0.023163356681017183,18-08-2021 20:56,umbrella bug for design changes ast changes for patterns taking into account the current available patterns and those coming in the immediate future,573516.0
45799,573945.0,JDT,Core,RESOLVED,DUPLICATE,[17][switch pattern] Selection Changes for JEP 406,0.005454763075091911,0.00969487287240073,23-08-2021 05:43,support select for patterns,574345.0
45800,573946.0,JDT,Core,CLOSED,DUPLICATE,[17][switch pattern] JEP 406 Model changes,0.005542060052998116,0.011405074594849813,03-06-2021 01:47,investigate changes in model,573944.0
45865,575056.0,JDT,Core,RESOLVED,DUPLICATE,[17] flag error for non-final variables in guarded pattern declaration,0.013741471741199008,0.026708702172679386,04-08-2021 07:50,from        any variable that is used but not declared in the guarding expression of a guarded pattern must either be final or effectively final    ,573880.0
45866,575059.0,JDT,Core,RESOLVED,DUPLICATE,[17] flag error for non-exhaustive switch expression,0.015364339912611272,0.028962057432293044,12-08-2021 21:30,from        a switch expression must be exhaustive    or a compile time error occurs    this should have been covered by earlier phases but adding this bug to check and flag error appropriately if not covered,575050.0
45983,576786.0,JDT,Core,RESOLVED,DUPLICATE,[18][switch pattern] - Conditions for Exhaustiveness Delta - Include Applicability,0.016519720635067254,0.029899486003930293,07-01-2022 04:45,section        jep   says  t supports a sealed class or interface c  and the switch block is exhaustive for all the permitted direct subclasses and subinterfaces of c that are applicable at type t    jep   says  t supports a sealed class or interface c  and the switch block covers all of the permitted direct subclasses and subinterfaces of c ,576785.0
46112,555561.0,Capella,UI,CLOSED,DUPLICATE,Double click shall not reveal/unreveal element,0.006851985828640027,0.010241629387206831,17-11-2020 10:24,when opening properties view  double click shall not reveal unreveal element,555559.0
46225,526621.0,Platform,SWT,CLOSED,DUPLICATE,[GTK2] GTK: Combobox hard to read on Ubuntu 17.10,0.014006867451485624,0.02547937673042981,12-07-2018 10:12,when running smartgit       on ubuntu        the content of comboboxes is hard to read ,530841.0
